Model,Method,Method_Description,Rank,Feature,Importance_Score,Normalized_Score
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,91,Tx_slope,6.000000000000,0.093750000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,92,Tx_crest_factor,6.000000000000,0.093750000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,93,Ty_energy,6.000000000000,0.093750000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,94,Fx_zero_crossing_rate,5.000000000000,0.078125000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,95,Fx_p90,5.000000000000,0.078125000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,96,Fx_crest_factor,5.000000000000,0.078125000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,97,Fx_peak_frequency,5.000000000000,0.078125000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,98,Tx_mean,5.000000000000,0.078125000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,99,Ty_mean_abs,5.000000000000,0.078125000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,100,Ty_zero_crossing_rate,5.000000000000,0.078125000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,101,Fx_kurtosis,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,102,Fx_peak_to_peak,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,103,Fy_skewness,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,104,Fy_shape_factor,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,105,Fz_p90,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,106,Tx_std,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,107,Tx_skewness,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,108,Ty_crest_factor,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,109,Tz_median,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,110,Tz_crest_factor,4.000000000000,0.062500000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,111,Fx_power,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,112,Fx_cv,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,113,Fy_zero_crossing_rate,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,114,Fy_variance,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,115,Fy_cv,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,116,Fz_median,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,117,Tx_kurtosis,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,118,Ty_mean,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,119,Ty_skewness,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,120,Tz_zero_crossing_rate,3.000000000000,0.046875000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,121,Fx_max,2.000000000000,0.031250000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,122,Fx_median,2.000000000000,0.031250000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,123,Fy_std,2.000000000000,0.031250000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,124,Fy_iqr,2.000000000000,0.031250000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,125,Fy_power,2.000000000000,0.031250000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,126,Fy_last,2.000000000000,0.031250000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,127,Tx_iqr,2.000000000000,0.031250000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,128,Fy_min,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,129,Fy_crest_factor,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,130,Fz_max,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,131,Tx_median,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,132,Tx_variance,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,133,Ty_power,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,134,Ty_last,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,135,Ty_variance,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,136,Tz_min,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,137,Tz_first,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,138,Tz_cv,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,139,Tz_peak_frequency,1.000000000000,0.015625000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,140,Fz_zero_crossing_rate,0.000000000000,0.000000000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,141,Tz_max,0.000000000000,0.000000000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,142,Tz_power,0.000000000000,0.000000000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,143,Tz_variance,0.000000000000,0.000000000000
LightGBM,sklearn_split,LightGBM native importance via sklearn interface,144,Tz_p90,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,1,Fz_std,64.000000000000,1.000000000000
LightGBM,native_split,LightGBM native split importance,2,Ty_iqr,52.000000000000,0.812500000000
LightGBM,native_split,LightGBM native split importance,3,Fz_mean_abs,51.000000000000,0.796875000000
LightGBM,native_split,LightGBM native split importance,4,Fz_slope,48.000000000000,0.750000000000
LightGBM,native_split,LightGBM native split importance,5,Fz_peak_frequency,43.000000000000,0.671875000000
LightGBM,native_split,LightGBM native split importance,6,Fz_rms,42.000000000000,0.656250000000
LightGBM,native_split,LightGBM native split importance,7,Fx_min,38.000000000000,0.593750000000
LightGBM,native_split,LightGBM native split importance,8,Fz_variance,36.000000000000,0.562500000000
LightGBM,native_split,LightGBM native split importance,9,Ty_cv,32.000000000000,0.500000000000
LightGBM,native_split,LightGBM native split importance,10,Fz_energy,31.000000000000,0.484375000000
LightGBM,native_split,LightGBM native split importance,11,Fz_mean,28.000000000000,0.437500000000
LightGBM,native_split,LightGBM native split importance,12,Fx_last,26.000000000000,0.406250000000
LightGBM,native_split,LightGBM native split importance,13,Fy_max,25.000000000000,0.390625000000
LightGBM,native_split,LightGBM native split importance,14,Tz_mean_abs,24.000000000000,0.375000000000
LightGBM,native_split,LightGBM native split importance,15,Fx_rms,23.000000000000,0.359375000000
LightGBM,native_split,LightGBM native split importance,16,Fz_iqr,23.000000000000,0.359375000000
LightGBM,native_split,LightGBM native split importance,17,Tx_cv,23.000000000000,0.359375000000
LightGBM,native_split,LightGBM native split importance,18,Tz_shape_factor,23.000000000000,0.359375000000
LightGBM,native_split,LightGBM native split importance,19,Tx_min,22.000000000000,0.343750000000
LightGBM,native_split,LightGBM native split importance,20,Ty_shape_factor,21.000000000000,0.328125000000
LightGBM,native_split,LightGBM native split importance,21,Tz_rms,21.000000000000,0.328125000000
LightGBM,native_split,LightGBM native split importance,22,Fy_first,20.000000000000,0.312500000000
LightGBM,native_split,LightGBM native split importance,23,Fz_min,20.000000000000,0.312500000000
LightGBM,native_split,LightGBM native split importance,24,Fz_last,20.000000000000,0.312500000000
LightGBM,native_split,LightGBM native split importance,25,Fz_peak_to_peak,20.000000000000,0.312500000000
LightGBM,native_split,LightGBM native split importance,26,Tx_rms,20.000000000000,0.312500000000
LightGBM,native_split,LightGBM native split importance,27,Tx_shape_factor,20.000000000000,0.312500000000
LightGBM,native_split,LightGBM native split importance,28,Ty_min,20.000000000000,0.312500000000
LightGBM,native_split,LightGBM native split importance,29,Fx_shape_factor,19.000000000000,0.296875000000
LightGBM,native_split,LightGBM native split importance,30,Fy_rms,19.000000000000,0.296875000000
LightGBM,native_split,LightGBM native split importance,31,Fy_mean_abs,19.000000000000,0.296875000000
LightGBM,native_split,LightGBM native split importance,32,Tz_mean,19.000000000000,0.296875000000
LightGBM,native_split,LightGBM native split importance,33,Tx_zero_crossing_rate,18.000000000000,0.281250000000
LightGBM,native_split,LightGBM native split importance,34,Ty_std,18.000000000000,0.281250000000
LightGBM,native_split,LightGBM native split importance,35,Ty_p90,18.000000000000,0.281250000000
LightGBM,native_split,LightGBM native split importance,36,Fx_entropy,17.000000000000,0.265625000000
LightGBM,native_split,LightGBM native split importance,37,Fy_median,17.000000000000,0.265625000000
LightGBM,native_split,LightGBM native split importance,38,Fy_peak_frequency,17.000000000000,0.265625000000
LightGBM,native_split,LightGBM native split importance,39,Fz_power,17.000000000000,0.265625000000
LightGBM,native_split,LightGBM native split importance,40,Tz_last,16.000000000000,0.250000000000
LightGBM,native_split,LightGBM native split importance,41,Fx_std,15.000000000000,0.234375000000
LightGBM,native_split,LightGBM native split importance,42,Tz_kurtosis,15.000000000000,0.234375000000
LightGBM,native_split,LightGBM native split importance,43,Fx_skewness,14.000000000000,0.218750000000
LightGBM,native_split,LightGBM native split importance,44,Fz_first,14.000000000000,0.218750000000
LightGBM,native_split,LightGBM native split importance,45,Fx_slope,13.000000000000,0.203125000000
LightGBM,native_split,LightGBM native split importance,46,Fy_kurtosis,13.000000000000,0.203125000000
LightGBM,native_split,LightGBM native split importance,47,Tx_energy,13.000000000000,0.203125000000
LightGBM,native_split,LightGBM native split importance,48,Ty_first,13.000000000000,0.203125000000
LightGBM,native_split,LightGBM native split importance,49,Fy_mean,12.000000000000,0.187500000000
LightGBM,native_split,LightGBM native split importance,50,Fz_kurtosis,12.000000000000,0.187500000000
LightGBM,native_split,LightGBM native split importance,51,Tx_peak_to_peak,12.000000000000,0.187500000000
LightGBM,native_split,LightGBM native split importance,52,Tz_peak_to_peak,12.000000000000,0.187500000000
LightGBM,native_split,LightGBM native split importance,53,Fx_mean_abs,11.000000000000,0.171875000000
LightGBM,native_split,LightGBM native split importance,54,Ty_peak_frequency,11.000000000000,0.171875000000
LightGBM,native_split,LightGBM native split importance,55,Fz_entropy,10.000000000000,0.156250000000
LightGBM,native_split,LightGBM native split importance,56,Tx_mean_abs,10.000000000000,0.156250000000
LightGBM,native_split,LightGBM native split importance,57,Tx_first,10.000000000000,0.156250000000
LightGBM,native_split,LightGBM native split importance,58,Tx_peak_frequency,10.000000000000,0.156250000000
LightGBM,native_split,LightGBM native split importance,59,Ty_median,10.000000000000,0.156250000000
LightGBM,native_split,LightGBM native split importance,60,Tz_skewness,10.000000000000,0.156250000000
LightGBM,native_split,LightGBM native split importance,61,Fx_energy,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,62,Fx_first,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,63,Fy_entropy,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,64,Fz_shape_factor,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,65,Ty_kurtosis,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,66,Ty_rms,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,67,Ty_slope,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,68,Tz_std,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,69,Tz_energy,9.000000000000,0.140625000000
LightGBM,native_split,LightGBM native split importance,70,Fx_mean,8.000000000000,0.125000000000
LightGBM,native_split,LightGBM native split importance,71,Fy_peak_to_peak,8.000000000000,0.125000000000
LightGBM,native_split,LightGBM native split importance,72,Fz_skewness,8.000000000000,0.125000000000
LightGBM,native_split,LightGBM native split importance,73,Tx_max,8.000000000000,0.125000000000
LightGBM,native_split,LightGBM native split importance,74,Ty_peak_to_peak,8.000000000000,0.125000000000
LightGBM,native_split,LightGBM native split importance,75,Ty_entropy,8.000000000000,0.125000000000
LightGBM,native_split,LightGBM native split importance,76,Fx_iqr,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,77,Fy_energy,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,78,Fz_cv,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,79,Fz_crest_factor,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,80,Tx_power,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,81,Tx_last,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,82,Ty_max,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,83,Tz_iqr,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,84,Tz_entropy,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,85,Tz_slope,7.000000000000,0.109375000000
LightGBM,native_split,LightGBM native split importance,86,Fx_variance,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,87,Fy_p90,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,88,Fy_slope,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,89,Tx_entropy,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,90,Tx_p90,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,91,Tx_slope,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,92,Tx_crest_factor,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,93,Ty_energy,6.000000000000,0.093750000000
LightGBM,native_split,LightGBM native split importance,94,Fx_zero_crossing_rate,5.000000000000,0.078125000000
LightGBM,native_split,LightGBM native split importance,95,Fx_p90,5.000000000000,0.078125000000
LightGBM,native_split,LightGBM native split importance,96,Fx_crest_factor,5.000000000000,0.078125000000
LightGBM,native_split,LightGBM native split importance,97,Fx_peak_frequency,5.000000000000,0.078125000000
LightGBM,native_split,LightGBM native split importance,98,Tx_mean,5.000000000000,0.078125000000
LightGBM,native_split,LightGBM native split importance,99,Ty_mean_abs,5.000000000000,0.078125000000
LightGBM,native_split,LightGBM native split importance,100,Ty_zero_crossing_rate,5.000000000000,0.078125000000
LightGBM,native_split,LightGBM native split importance,101,Fx_kurtosis,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,102,Fx_peak_to_peak,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,103,Fy_skewness,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,104,Fy_shape_factor,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,105,Fz_p90,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,106,Tx_std,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,107,Tx_skewness,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,108,Ty_crest_factor,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,109,Tz_median,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,110,Tz_crest_factor,4.000000000000,0.062500000000
LightGBM,native_split,LightGBM native split importance,111,Fx_power,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,112,Fx_cv,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,113,Fy_zero_crossing_rate,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,114,Fy_variance,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,115,Fy_cv,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,116,Fz_median,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,117,Tx_kurtosis,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,118,Ty_mean,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,119,Ty_skewness,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,120,Tz_zero_crossing_rate,3.000000000000,0.046875000000
LightGBM,native_split,LightGBM native split importance,121,Fx_max,2.000000000000,0.031250000000
LightGBM,native_split,LightGBM native split importance,122,Fx_median,2.000000000000,0.031250000000
LightGBM,native_split,LightGBM native split importance,123,Fy_std,2.000000000000,0.031250000000
LightGBM,native_split,LightGBM native split importance,124,Fy_iqr,2.000000000000,0.031250000000
LightGBM,native_split,LightGBM native split importance,125,Fy_power,2.000000000000,0.031250000000
LightGBM,native_split,LightGBM native split importance,126,Fy_last,2.000000000000,0.031250000000
LightGBM,native_split,LightGBM native split importance,127,Tx_iqr,2.000000000000,0.031250000000
LightGBM,native_split,LightGBM native split importance,128,Fy_min,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,129,Fy_crest_factor,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,130,Fz_max,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,131,Tx_median,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,132,Tx_variance,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,133,Ty_power,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,134,Ty_last,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,135,Ty_variance,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,136,Tz_min,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,137,Tz_first,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,138,Tz_cv,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,139,Tz_peak_frequency,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,140,Fz_zero_crossing_rate,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,141,Tz_max,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,142,Tz_power,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,143,Tz_variance,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,144,Tz_p90,0.000000000000,0.000000000000
